Education,6166.64
"",2022-07-15,CANADIAN FLIGHT CENTRE PITT MEAD,644.27,Other overriden by description
"",2022-08-03,CANADIAN FLIGHT CENTRE PITT MEAD,522.27,Other overriden by description
"",2022-08-20,CANADIAN FLIGHT CENTRE PITT MEAD,511.89,Other overriden by description
"",2022-08-13,CANADIAN FLIGHT CENTRE PITT MEAD,444.71,Other overriden by description
"",2022-08-29,CANADIAN FLIGHT CENTRE PITT MEAD,424.11,Other overriden by description
"",2022-10-02,CANADIAN FLIGHT CENTRE PITT MEAD,422.9,Other overriden by description
"",2022-09-06,CANADIAN FLIGHT CENTRE PITT MEAD,416.24,Other overriden by description
"",2022-08-10,CANADIAN FLIGHT CENTRE PITT MEAD,411.39,Other overriden by description
"",2022-09-25,CANADIAN FLIGHT CENTRE PITT MEAD,375.65,Other overriden by description
"",2022-09-11,CANADIAN FLIGHT CENTRE PITT MEAD,358.68,Other overriden by description
"",2022-09-19,CANADIAN FLIGHT CENTRE PITT MEAD,342.93,Other overriden by description
"",2022-07-22,CANADIAN FLIGHT CENTRE PITT MEAD,318.76,Other overriden by description
"",2022-07-10,CANADIAN FLIGHT CENTRE PITT MEAD,293.99,Other overriden by description
"",2022-05-31,CANADIAN FLIGHT CENTRE PITT MEAD,145.95,Other overriden by description
"",2022-06-15,CANADIAN FLIGHT CENTRE PITT MEAD,104.9,Other overriden by description
"",2022-03-04,EDUCATIVEINC*GROKKINGT BOTHELL,99.0,original category: EDUCATIVE
"",2022-07-21,COURSRA*AMMEFR2ZBCNPV6 MOUNTAIN VIEW,62.0,original category: COURSERA
"",2022-06-21,COURSRA*AMMEFR2ZBCNPV6 MOUNTAIN VIEW,62.0,original category: COURSERA
"",2022-05-01,LEETCODE.COM PALO ALTO,45.89,original category: Stripe,Other overriden by description
"",2022-02-15,LEETCODE.COM PALO ALTO,45.86,original category: Stripe,Other overriden by description
"",2022-03-15,LEETCODE.COM PALO ALTO,45.85,original category: Stripe,Other overriden by description
"",2022-01-15,LEETCODE.COM PALO ALTO,45.01,original category: Stripe,Other overriden by description
"",2022-08-31,UDEMY: ONLINE COURSES SAN FRANCISCO,22.39,original category: STRIPE,Other overriden by description
Groceries,9776.89
"",2022-07-15,COSTCO WHOLESALE W255 PORT COQUI,498.36,Other overriden by description
"",2022-02-25,COSTCO WHOLESALE W255 PORT COQUI,397.86,Other overriden by description
"",2021-11-01,COSTCO WHOLESALE W255 PORT COQUI,384.99,Other overriden by description
"",2022-04-22,COSTCO WHOLESALE W255 PORT COQUI,347.4,Other overriden by description
"",2022-05-30,COSTCO WHOLESALE W255 PORT COQUI,325.89,Other overriden by description
"",2021-12-22,COSTCO WHOLESALE W255 PORT COQUI,317.1,Other overriden by description
"",2022-01-10,COSTCO WHOLESALE W255 PORT COQUI,313.98,Other overriden by description
"",2022-01-24,COSTCO WHOLESALE W255 PORT COQUI,288.18,Other overriden by description
"",2021-12-06,COSTCO WHOLESALE W255 PORT COQUI,281.35,Other overriden by description
"",2022-09-20,COSTCO WHOLESALE W255 PORT COQUI,270.05,Other overriden by description
"",2022-03-07,COSTCO WHOLESALE W255 PORT COQUI,259.23,Other overriden by description
"",2022-09-07,COSTCO WHOLESALE W255 PORT COQUI,251.86,Other overriden by description
"",2022-05-11,COSTCO WHOLESALE W255 PORT COQUI,244.92,Other overriden by description
"",2021-11-13,COSTCO WHOLESALE W255 PORT COQUI,237.02,Other overriden by description
"",2022-07-26,COSTCO WHOLESALE W255 PORT COQUI,225.34,Other overriden by description
"",2022-08-15,COSTCO WHOLESALE W255 PORT COQUI,216.58,Other overriden by description
"",2022-07-05,COSTCO WHOLESALE W255 PORT COQUI,214.53,Other overriden by description
"",2022-04-04,COSTCO WHOLESALE W255 PORT COQUI,211.56,Other overriden by description
"",2022-08-29,COSTCO WHOLESALE W255 PORT COQUI,197.85,Other overriden by description
"",2022-03-21,COSTCO WHOLESALE W255 PORT COQUI,190.79,Other overriden by description
"",2022-10-13,COSTCO WHOLESALE W255 PORT COQUI,183.95,Other overriden by description
"",2022-02-07,COSTCO WHOLESALE W255 PORT COQUI,167.83,Other overriden by description
"",2022-05-23,TOTAL WINE AND MORE 140 VANCOUVER,115.34,original category: TOTAL WINE MORE
"",2022-10-10,SAVE ON FOODS COQUITLAM,106.52,original category: SAVE ON,Groceries overriden by description
"",2022-10-05,SAVE ON FOODS COQUITLAM,104.3,original category: SAVE ON,Groceries overriden by description
"",2022-07-24,NOFRILLS DENNIS' #3968 COQUITLAM,102.35
"",2022-08-02,NOFRILLS DENNIS' #3968 COQUITLAM,100.17
"",2022-03-26,BC LIQUOR #163 PORT COQ PORT COQUITLA,98.02,original category: BC LIQUOR
"",2022-08-14,NOFRILLS DENNIS' #3968 COQUITLAM,96.74
"",2022-05-02,SEWAK'S NO FRILLS STOR PT-COQUIT,95.98,Groceries overriden by description
"",2022-10-08,COSTCO WHOLESALE W51 BURNABY BC,88.41,Other overriden by description
"",2021-12-04,SAVE ON FOODS #998 COQUITLAM,85.17,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2022-07-23,SAVE ON FOODS #998 COQUITLAM,83.36,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2022-03-20,SAVE ON FOODS #998 COQUITLAM,81.26,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2022-10-08,SAVE ON FOODS COQUITLAM,75.44,original category: SAVE ON,Groceries overriden by description
"",2021-11-21,SAVE ON FOODS #998 COQUITLAM,72.85,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2022-05-28,PROVANT INTERNATIONAL F COQUITLAM,72.4,original category: RETAIL TRANSACTION,Other overriden by description
"",2022-06-27,SAVE ON FOODS #998 COQUITLAM,65.33,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2022-08-07,THRIFTY FOODS 27 DUNCAN DUNCAN,62.39,original category: THRIFTY,Groceries overriden by description
"",2021-12-14,PROVANT INTERNATIONAL F COQUITLAM,60.57,original category: RETAIL TRANSACTION,Other overriden by description
"",2022-08-10,SAVE ON FOODS #998 COQUITLAM,60.5,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2022-01-04,SAVE ON FOODS #998 COQUITLAM,57.03,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2022-05-27,SAVE ON FOODS #998 COQUITLAM,54.5,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2022-05-11,SAVE ON FOODS #998 COQUITLAM,54.07,original category: SAVE-ON-FOODS,Groceries overriden by description
"",2021-11-21,PROVANT INTERNATIONAL F COQUITLAM,53.42,original category: RETAIL TRANSACTION,Other overriden by description
